100
{87,3,4,5,8,9,10,11,12,13,16,17,18} 55 75 46 1 69 89 7 51 6 71 91 14 43 81 2 80 56 92 44 64 15 52 85 45 36            
{84,1,2,3,4,6,7,8,9,10,11,12,15} 76 13 22 80 89 48 37 24 77 62 17 71 34 63 14 5 55            
{7,1,3,5,8,9,11,12,15,16,17,19,20} 6 4 56 99 71 66 100 61 10 49 78 14 2 38 13 26 44 43 93 87 18 39 48            
{53,2,4,5,6,7,9,10,11,12,13,15,17} 100 14 68 8 89 3 49 81 37 54 69 90 86 20 77 94 58 57 1 39 79 85 32 16 35 19            
{97,2,3,4,5,7,8,9,10,11,12,13,14} 85 1 74 41 93 38 19 23 82 69 59 86 49 95 34 64 90 21 88 79 16 77 6 24 62            
{96,1,2,3,4,5,6,7,8,9,10,12,13} 16 11 92 55 58 38 81 56 76 66 82 23 31 47 83 37 42 20            
{43,2,3,4,5,8,9,11,12,13,15,16,17} 36 39 34 73 20 42 32 72 26 1 7 50 10 22 79 54 24 6 14 19 76 69 23 95 70            
{46,4,5,6,7,9,11,13,14,15,17,20,21} 33 35 44 53 100 69 10 28 16 1 29 50 22 48 3 76 8 26 2 18 57 36 67 41 12 42 61 19 65            
{97,1,2,4,5,6,7,9,10,11,12,13,14} 41 96 33 40 37 45 30 8 88 54 74 34 20 24 84 21 56 64 91 98 3 95 15 59 46            
{63,1,2,3,4,5,6,7,8,10,11,12,17} 59 47 90 64 25 24 99 87 26 70 95 97 53 75 72 16 46 14 27 39 18 96 41 13 9 15            
{57,4,5,6,7,8,10,11,12,15,16,17,19} 42 38 94 63 52 35 84 55 53 82 99 76 40 75 62 14 89 23 80 18 2 72 39 1 13 9 95 3            
{37,1,2,3,4,5,6,7,8,11,13,14,16} 41 17 84 28 58 94 9 12 88 55 46 38 36 15 73 82 21 48 10            
{100,1,4,5,6,7,8,9,10,11,12,13,14} 45 2 97 89 58 3 53 28 88 71 68 22 57 31 23 77 37 33 50 96 81            
{24,1,2,3,4,5,6,8,9,10,12,13,14} 48 94 30 11 46 90 38 87 62 74 56 15 31 7 16 98 73 69 47 64 51 65 33            
{76,2,3,4,5,6,7,12,13,14,15,16,18} 43 75 64 98 39 94 25 78 81 10 9 82 73 31 51 8 58 55 28 71 1 11 17 59 68 29 49            
{44,1,2,3,4,6,7,8,9,10,11,12,13} 57 82 48 5 21 18 31 58 66 38 99 80 20 61 40 91 47 39 100 28 69 17 62 83 15 42 81            
{78,1,2,4,5,6,7,8,9,10,11,12,13} 3 60 61 44 54 18 46 100 19 17 27 53 58 68 23 97 59 26 79 89 84 88 24 98 36 40 49            
{52,1,4,6,8,9,10,11,12,16,17,18,19} 32 62 42 25 67 100 68 33 77 13 82 66 38 96 3 24 2 44 95 86 46 80 15 53 7 56 57 72 5 14 87 23 84 50            
{57,1,4,5,6,8,9,10,11,14,15,16,18} 55 78 17 13 35 83 66 2 20 33 7 12 34 47 65 77 58 45 98 3            
{48,1,2,3,4,5,6,7,8,9,10,11,12} 55 29 92 78 64 95 38 88 100 87 37 61 56 63 25 43 51 62 65 72 74 57            
{22,2,3,4,5,7,9,10,12,16,17,18,20} 64 14 81 13 78 6 31 24 89 94 45 1 44 15 11 50 66 84 55 19 69 62 8            
{20,2,3,4,5,6,7,8,9,11,12,13,14} 88 63 79 85 99 10 60 22 61 58 81 67 28 1 31 83 69 48 29 66 30 41 92            
{9,1,2,3,5,6,8,10,11,12,13,14,15} 40 99 82 77 7 47 27 29 75 43 25 18 89 69 38 67 64 22 87 48 4 76 62 16 80 34 41 72            
{91,1,2,3,4,5,6,8,9,10,11,12,13} 34 94 47 22 75 63 80 39 73 16 70 97 69 66 98 64 26 7 58 30 37 57 14 61            
{99,2,4,5,6,7,8,10,11,12,13,15,16} 28 71 3 9 58 49 87 14 36 65 62 82 22 83 42 94 50 41 32 1 45 86 29 51 31            
{85,1,2,5,6,7,8,10,11,12,13,14,15} 94 63 31 22 78 82 36 57 33 4 9 39 50 20 3 75 64 44 59 30 70 48            
{89,2,4,5,7,8,9,10,11,12,14,15,17} 85 97 78 41 30 50 43 1 16 13 49 46 94 62 79 61 26 76 56 98 66 38 54 70 48 6 34 3 64 82            
{46,1,3,5,7,8,9,11,14,15,16,19,20} 6 55 17 54 49 43 45 60 71 42 84 18 91 52 2 24 47 36 34 4 10 72 12 13            
{56,4,5,6,7,8,9,10,12,13,14,15,16} 40 17 39 19 65 45 47 27 1 35 62 86 69 82 99 75 30 11 3 63 76 72 87 79 71 28 20 2            
{84,3,6,8,9,10,13,14,16,17,18,20,21} 81 66 68 12 7 93 5 71 90 69 83 2 58 4 15 72 52 47 19 28 76 63 23 11 1 100            
{52,1,3,4,6,7,8,10,12,13,16,19,21} 86 98 38 70 18 17 22 20 54 14 11 57 71 26 87 28 88 5 50 65 46 96 85 33 15 47 77 75 9 2 30            
{25,1,2,3,4,6,7,8,9,10,11,12,14} 53 89 46 99 30 57 35 83 55 5 41 84 20 48 97 17 28 13 50 27 94 59 71 63 29 32 93 51 21 44 65            
{88,1,3,4,5,8,9,10,11,12,14,16,18} 15 17 59 74 85 7 97 75 50 62 56 41 13 54 22 32 70 81 6 2 30 52 99 79 60 40            
{39,1,5,6,7,8,9,12,14,15,17,18,19} 40 88 53 2 57 30 51 56 74 80 10 79 45 85 11 13 31 24 3 4 100 89 50 44 54 16 35 81            
{38,2,3,4,6,7,8,9,11,12,14,15,16} 25 44 10 94 91 23 5 80 87 84 50 62 75 70 49 73 55 72 1 71 61 59 13 21            
{46,1,3,5,6,7,8,9,10,12,13,14,17} 51 74 16 4 36 19 24 93 33 78 11 100 98 20 15 2 69 73 52 79 28 89 49 76 57 60 54 48            
{6,1,3,4,7,9,10,11,12,13,14,15,16} 69 8 95 86 70 93 2 17 79 5 48 73 52 38 71 53 91            
{48,1,2,3,4,5,6,8,9,10,11,12,13} 47 88 99 7 14 45 80 23 60 34 25 100 72 30 43 20            
{66,1,2,3,6,7,8,9,10,11,14,15,16} 60 96 91 44 81 13 46 67 34 38 4 83 54 93 94 97 52 5 28 59 12 37 53 35 31 51            
{40,1,2,3,4,5,6,7,8,10,11,12,13} 56 57 25 27 23 75 77 37 9 67 61 65 96 63 54 18            
{58,1,2,4,5,7,8,9,11,13,15,16,17} 23 12 61 29 31 65 93 32 59 6 86 10 14 3 73 92 45 33 89 43 55 60 62 95 80 67            
{37,1,2,3,4,5,6,8,9,12,13,15,16} 11 77 41 7 58 40 24 65 68 96 50 48 10 59 87 23 53 14 60 80            
{54,1,2,5,6,7,8,9,10,11,12,13,14} 98 45 71 79 42 65 44 4 18 37 93 66 78 3 23 67 17            
{50,1,2,4,5,6,8,9,10,12,13,15,16} 7 3 91 66 27 39 14 35 25 11 88 97 64 100 63 44 30            
{45,1,2,6,7,8,9,10,13,17,18,19,20} 70 65 90 99 31 78 88 27 11 54 30 21 61 81 3 76 82 29 41 40 63 53 16 98 4 14 5 59 12 15 56            
{45,1,2,3,4,5,6,10,11,13,14,15,16} 53 77 24 37 57 23 83 75 38 36 12 60 9 32 7 66 21 95 100 59 8 80 88 41            
{96,1,4,6,7,8,9,10,12,13,15,16,19} 94 17 92 28 11 14 23 43 18 49 48 35 70 5 2 32 97 72 99 34 61 76 79 3 53            
{96,2,5,6,7,9,10,11,12,13,14,15,16} 33 25 45 50 28 51 66 57 1 22 4 75 73 23 80 49 47 3 56 8 93            
{6,1,3,4,7,10,11,14,15,16,17,18,20} 37 9 67 47 2 35 12 5 99 8 34 94 92 63 77 84 59 19 24 64 91 26 57 93 52 66 73 13            
{28,2,3,4,6,7,8,9,10,12,14,15,17} 31 78 21 65 64 29 16 76 11 99 72 68 46 71 13 32 93 41 53 1 48 5 22 54            
{10,1,2,3,5,6,7,8,11,12,13,14,16} 89 92 60 87 25 43 95 4 26 34 51 27 63 46 84 64 75 91 69 9 98 36 83 52 31 45 15            
{55,1,2,3,4,5,6,7,8,10,11,12,13} 84 53 46 42 56 48 36 100 9 22 35 45 59 95 14 94 57 41 75 27 16            
{69,3,4,5,7,8,9,10,11,12,13,14,15} 36 76 62 55 81 89 17 22 60 87 52 49 1 26 21 23 95 6 46 2            
{32,1,2,3,4,5,6,8,10,11,12,13,14} 27 16 65 81 95 62 85 58 47 48 7 20 79 60 42 51 41 91 39 9 18 82            
{18,1,2,3,4,5,6,7,8,9,10,11,13} 31 16 61 52 34 56 89 35 12 64 99 63 84 91 90 57 30            
{1,3,4,7,8,11,12,13,15,17,18,19,20} 67 55 6 14 16 34 2 97 9 27 96 90 28 100 48 5 61 35 59 71 10 93            
{72,2,3,5,7,8,9,11,12,13,15,16,17} 83 48 61 40 81 44 18 14 6 1 26 4 53 50 29 65 33 10 31 59 20 89 55            
{6,1,3,4,5,8,9,10,11,13,14,15,16} 47 18 2 75 39 24 7 68 22 43 35 52 61 74 25 50 98 91 97 63 42 64 76 12            
{51,1,2,4,6,7,8,9,10,11,12,13,15} 57 47 43 3 66 53 87 20 41 64 81 28 100 31 71 34 62 83 23 14 85 5 19 32            
{5,1,4,7,8,9,10,11,14,15,16,18,19} 97 75 17 40 35 34 44 6 95 85 3 86 13 60 12 23 2            
{85,1,2,3,5,8,9,10,11,12,13,14,15} 88 92 31 4 6 46 84 23 79 81 99 54 58 65 7 74 67 69 28 25 20 39            
{1,2,4,5,7,8,10,11,12,13,14,15,17} 97 3 71 81 16 36 31 79 52 9 91 100 21 50 77 6 95            
{12,2,3,4,5,6,7,8,9,10,11,13,14} 35 60 86 100 21 1 20 19 80 66 71 79 15 69 33 73 99 97 78 62 67 29            
{69,1,2,3,4,7,8,9,10,11,12,13,14} 54 57 77 6 56 34 5 44 79 27 42 82 65 41 24 55 45 26 29 62 51            
{8,1,2,4,5,6,9,10,12,13,14,15,16} 29 7 67 48 35 18 11 37 40 90 83 23 41 82 76 81 25 50 71 3 39 98 92 84            
{36,2,6,7,8,9,11,12,13,14,15,16,17} 10 40 39 43 78 86 5 28 70 48 69 25 4 72 100 1 3 24 77 61            
{88,1,2,3,4,6,8,9,10,11,12,14,16} 63 35 43 54 90 74 7 77 69 20 62 92 17 86 5 93 39 13 57 40 28 15 47            
{81,1,2,5,6,7,8,9,10,14,15,16,17} 75 13 44 4 47 61 45 21 11 39 3 95 54 49 66 12 57 73 88            
{53,1,3,4,5,6,7,8,9,11,12,13,14} 68 52 33 59 91 85 19 29 26 2 93 40 79 10 75 62 16 80 55 41 63 46 77            
{2,1,3,5,6,8,9,10,11,12,15,16,18} 38 86 24 68 43 74 14 19 60 89 17 7 48 29 13 34 76 93 28 33 96 64 92 4 50 66 46 47 21 82            
