100
{9,1,2,4,5,6,7,8,10,12,15,17,18,19,21,22,24,25,26,27,28,29,30,31,32,34} 13 16 84 74 90 55 91 23 58 72 3 95 33 49 93 85 71 51 42 14 99 11 53 46                         
{45,1,2,3,4,5,6,7,8,9,10,11,13,14,16,17,18,20,24,25,26,27,28,29,30,32} 31 12 87 61 42 49 43 23 78 35 22 48 69 97 92 93 66 19 67 15 47                         
{95,1,3,4,7,8,9,10,11,12,14,15,17,18,20,24,25,27,28,29,30,33,34,36,38,39} 94 64 68 67 70 52 84 6 37 21 2 97 41 56 23 31 51 43 96 35 72 100 55 54 57 19 16 5 59 13 49 32 26 46                         
{85,4,5,7,8,9,10,11,12,13,14,15,17,24,25,26,27,28,29,31,33,37,38,39,40,41} 19 1 20 89 63 35 75 48 30 100 57 64 6 58 21 22 72 2 32 92 18 34 71 47 95 98 44 3 66 16 59 55 36                         
{90,4,6,7,8,9,10,11,15,16,17,18,19,20,21,22,23,25,27,28,29,31,33,35,38,41} 83 98 93 14 2 76 47 77 91 30 82 40 70 87 5 64 37 68 34 12 74 62 32 39 3 1 26 73 36 13                         
{58,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,28} 47 49 48 62 61 44 33 98 26 43 36 27 79 52 55 40 63 89 75 74                         
{1,2,3,4,5,6,8,9,10,11,12,13,15,16,18,19,20,21,23,27,28,29,30,33,34,35} 46 64 79 84 31 7 40 22 48 17 99 85 88 66 82 32 14 57 55 72 78 24 25 81 39                         
{58,1,3,4,5,6,7,8,9,10,12,13,15,16,17,19,20,21,22,23,24,26,29,30,31,33} 98 18 25 28 95 40 2 44 42 49 94 45 32 52 46 11 81 57 14 34                         
{86,1,2,3,6,7,8,9,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,30,31,33} 84 90 4 80 70 58 79 27 5 36 37 46 10 57 38 32 29 49 53 96 81 72 59 14 45                         
{86,1,4,5,6,7,8,9,10,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,30,31} 56 47 3 89 54 39 94 28 64 35 67 55 69 91 72 15 44 92 48 53 73 76 2 60 84 11                         
{84,2,4,5,7,9,10,12,13,14,15,16,18,19,20,21,22,25,26,27,28,29,32,33,34,35} 11 68 8 23 71 6 31 74 24 87 57 75 40 85 70 78 67 1 17 62 46 86 36 96 3                         
{77,2,4,6,7,8,9,10,11,13,14,15,16,17,20,23,24,25,27,28,29,32,33,34,35,37} 92 62 30 18 97 49 21 83 3 90 93 84 12 19 36 60 5 58 69 1 68 100 22 26 38                         
{45,2,4,5,6,9,10,11,12,13,14,15,17,18,19,20,21,25,29,30,31,33,36,37,39,40} 23 80 52 57 1 96 73 22 44 99 34 42 27 38 87 86 8 65 83 76 75 41 79 56 24 3 93 26 95 67 66 28 7 35 16 61                         
{39,1,2,3,5,6,7,8,10,11,12,13,14,15,17,18,19,21,22,23,24,26,27,28,29,30} 51 81 94 20 4 88 97 69 36 55 41 49 9 68 59 63 95 16 25                         
{39,1,2,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,25,26,28,29,30} 36 56 27 23 6 24 48 68 67 42 97 44 32 79 98 93 3                         
{41,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,24,25,26,27,28,30} 23 22 52 59 100 51 29 60 75 21 70 32 84 43 61 79 40 91 44 18 92                         
{59,1,2,4,5,6,7,8,10,11,12,13,14,15,16,18,20,21,22,26,27,29,32,35,37,38} 57 3 83 19 91 70 96 33 28 62 81 56 34 23 88 30 64 68 17 24 31 99 89 9 97 51 44 25                         
{55,1,3,4,5,6,11,12,13,14,15,17,18,20,21,23,25,26,27,29,30,31,32,33,34,35} 10 7 2 79 54 22 47 80 59 28 19 16 65 24 86 38 8 96 57 9 76 63 77                         
{31,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,27,29} 50 63 67 55 32 91 66 85 92 1 28 8 73 96 37 18                         
{50,1,3,4,5,7,8,9,10,11,13,14,15,16,18,19,20,21,22,23,25,27,28,30,31,32} 2 84 34 96 62 12 49 94 99 79 6 70 57 26 93 24 91 17 33 73 88 29 76 53                         
{9,1,3,4,6,7,10,11,12,14,15,16,17,19,20,21,22,23,28,29,31,32,33,34,36,37} 86 35 97 50 24 94 93 92 41 25 83 57 26 62 8 87 30 27 13 73 96 98 5 2 100 49 18                         
{78,1,2,3,4,5,7,10,11,12,13,14,15,16,18,19,20,21,23,24,25,26,27,28,29,30} 33 100 9 76 32 77 6 94 17 89 99 79 35 22 8 58 66 43 67 40 49                         
{49,3,4,6,9,10,12,13,14,15,18,22,23,24,25,26,28,29,30,31,33,35,36,37,38,39} 46 58 55 2 54 19 20 43 32 8 1 73 16 94 83 85 34 5 27 17 57 96 76 47 100 68 86 61 90 11 21 7 70                         
{68,1,2,5,6,7,10,11,12,14,15,16,19,20,23,24,26,27,28,29,30,31,32,33,34,36} 17 61 9 62 59 35 89 42 3 8 78 58 47 85 21 70 18 22 93 25 41 69 87 13 4                         
{56,1,2,3,4,5,6,7,8,9,10,12,14,15,16,18,20,21,22,24,26,28,30,31,33,37} 25 49 11 92 17 13 29 57 69 68 65 36 34 23 71 35 19 27 94 32 93 74                         
{77,1,2,4,5,6,7,8,9,11,12,13,14,16,17,19,20,22,23,24,25,26,29,30,31,33} 10 63 64 54 80 32 76 69 79 15 96 27 21 65 18 3 28 90 95 66                         
{84,1,2,3,6,7,9,11,12,13,14,15,18,19,21,23,24,25,29,31,32,33,34,35,36,37} 28 55 26 61 8 85 10 79 100 70 30 66 20 89 16 57 94 68 4 42 5 17 63 53 27 22                         
{79,2,3,4,5,6,7,8,9,11,13,15,16,17,18,19,20,22,26,27,28,30,31,32,33,34} 53 69 14 23 56 29 43 74 37 25 21 10 84 42 12 1 83 24 55                         
{63,1,2,4,5,6,8,9,11,15,16,18,20,22,24,27,28,30,31,32,33,35,36,37,38,39} 77 14 13 98 23 29 12 10 57 7 83 71 17 55 34 62 25 99 91 67 26 3 19 21                         
{20,1,2,3,4,5,7,9,10,11,12,13,14,15,16,17,18,23,24,26,29,30,32,34,35,36} 52 85 40 42 31 39 91 83 78 44 22 27 8 98 58 41 25 53 28 6 88 50 33 61 63 21 79 19                         
{38,1,3,4,5,6,8,9,11,12,13,14,20,21,22,23,24,25,26,27,28,29,30,31,32,33} 10 7 59 66 74 39 81 58 2 15 40 78 61 84 17 18 16 94 90 49 19                         
{55,1,2,3,4,5,8,9,10,11,12,13,14,16,17,19,21,23,24,25,26,27,28,29,30,31} 7 98 99 33 73 18 20 72 63 87 75 88 35 36 52 15 6 22                         
{13,1,2,3,6,10,11,12,14,15,17,18,19,20,21,23,24,26,28,29,30,31,33,34,36,37} 96 9 4 8 35 85 27 5 49 67 56 25 70 78 97 32 51 16 69 93 60 7 22 55                         
{83,1,2,4,5,7,8,9,10,13,14,15,17,18,21,22,23,24,25,26,27,30,31,32,33,34} 82 6 28 95 19 12 16 20 11 3 80 59 39 65 49 71 93 85 46 47 29 72                         
{4,1,2,3,5,6,7,9,10,11,12,14,16,17,19,20,21,23,24,25,26,27,28,30,31,32} 66 15 8 87 45 85 68 42 59 70 69 95 60 72 76 13 22 29 18 57 82 93 37                         
{22,1,3,4,6,7,10,11,12,13,14,15,17,19,21,24,27,28,30,31,32,34,35,36,39,40} 29 87 46 5 18 37 23 99 77 2 52 8 97 33 9 42 88 20 25 65 38 58 26 16 56 82 48 81 47 64 51                         
{52,2,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,23,24,25,26,27,28,30,31} 68 44 1 47 79 55 90 16 100 83 36 29 32 57 78 3 86 72 22 63 97 4 99 34                         
{27,1,4,5,6,7,9,10,11,12,13,15,16,17,18,19,20,21,24,25,29,31,33,34,35,38} 30 14 3 28 22 23 37 68 99 90 67 64 82 39 26 8 48 54 2 81 44 40 46 56 42 32 78 75 65 36                         
{55,1,3,6,7,8,9,10,11,12,13,14,15,16,18,21,22,24,26,29,30,32,33,34,35,36} 31 17 75 83 49 28 20 25 76 69 95 42 86 23 5 99 94 43 59 27 19 88 100 50 85 2 4 41                         
{4,1,2,3,5,6,7,8,9,10,11,13,14,15,16,17,19,20,21,24,25,26,27,29,30,31} 53 54 78 28 12 79 99 97 87 62 61 43 36 37 67 35 50 22 33 58 23 96 70 18 100                         
{80,1,2,4,5,6,7,8,9,10,11,13,14,15,18,19,20,21,22,23,24,25,26,27,28,30} 66 72 54 65 73 92 16 35 98 81 31 62 29 12 52 70 86 99 3 88 17 61                         
{15,1,2,4,5,6,7,8,10,11,12,13,16,17,18,20,22,23,24,26,27,28,29,30,31,33} 92 9 25 35 3 84 21 50 85 80 89 14 19 43 62 91 76 87 66 42 32 64 60 49 59 46                         
{30,1,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,26,27,28,29} 25 2 31 97 98 39 12 64 87 85 43 95 61 59 91 90 40 78 36 69 24 70 48 82 60 80                         
{48,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,24,26,27,28} 56 95 9 33 49 66 37 98 25 46 38 45 65 23 83 75 69 70 51                         
{80,1,2,3,4,5,6,7,10,11,13,14,15,16,17,18,19,20,21,25,27,28,30,31,32,33} 93 97 84 94 26 89 29 76 65 62 100 8 23 98 9 24 36 73 66 61 79 45 57 74 55 12 22 77                         
{55,1,2,4,5,6,7,9,10,12,17,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34} 72 74 3 63 64 76 88 68 11 45 84 60 82 57 8 86 73 37 53 18 15 44 13 69 32 16 14 100                         
{61,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,24,25,27,28,29,30} 89 46 64 38 96 2 87 50 45 26 69 99 63 41 23 54 91 60 21 70 32 1                         
{29,1,2,4,8,9,11,13,14,15,16,17,18,19,20,23,24,25,26,27,28,31,33,35,36,37} 3 41 5 59 57 91 69 52 95 6 7 48 12 77 30 38 10 100 32 34 21 76 79 90 22 88 75                         
{31,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,23,25,26,27,28} 70 34 44 43 24 36 33 22 16 87 73 92 100 30 46 85 42 54 77 76 57 56 65 91 89                         
{67,2,3,4,6,8,10,11,12,13,14,15,17,18,19,20,22,23,24,25,26,27,28,30,32,34} 65 47 79 75 21 63 99 9 80 58 100 5 43 7 52 29 1 45 66 54 44 31 81 33 62 82 16                         
{62,1,3,4,5,7,8,9,10,11,12,13,15,16,18,20,21,23,25,26,27,29,31,32,33,34} 2 63 43 68 78 59 91 85 35 60 94 36 14 6 28 30 52 54 84 93 24 22 46 17 66 39 92 19 42                         
{81,2,4,5,6,7,8,10,11,12,13,15,16,17,18,19,21,22,24,25,26,27,28,29,31,32} 98 74 48 100 95 23 1 76 30 86 97 3 91 14 87 20 44 53 9                         
{23,1,2,3,4,5,7,8,11,12,13,17,18,19,21,24,25,27,30,31,32,33,34,35,36,37} 93 82 91 28 95 65 9 15 51 22 26 53 14 54 29 99 60 6 56 16 10 77 20                         
{76,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,25,26,27,28} 39 24 96 65 18 77 86 68 64 60 78 51 32 40 42 38 7 29                         
{30,1,3,5,6,7,8,9,10,11,12,13,14,15,16,17,19,21,22,23,26,27,28,29,31,32} 2 44 90 99 65 50 47 4 64 71 24 85 20 25 18                         
{96,1,2,3,4,6,7,8,9,11,14,15,16,17,19,20,21,22,24,26,27,28,29,31,33,34} 94 12 10 81 18 25 57 89 5 35 95 51 63 67 69 30 58 23 32 97 87 13                         
{39,1,3,4,7,9,10,11,12,13,14,15,18,19,20,21,22,23,25,26,27,28,30,31,33,34} 61 100 78 87 92 64 17 29 24 8 45 73 71 81 95 41 67 16 94 58 6 32 85 2 68 5 54 65 37 42 82                         
{85,1,2,3,4,7,8,9,10,11,12,13,15,17,18,20,21,22,23,25,26,27,28,29,30,32} 55 100 48 16 72 24 37 73 68 67 5 45 6 41 84 19 82 64 31 89 14 90                         
{57,1,2,3,4,6,7,8,9,11,14,16,17,18,19,20,22,23,24,25,27,28,29,31,32,33} 5 26 12 43 95 13 30 52 49 10 56 21 100 50 62 85 41 76 59 87 73 70 15                         
{69,1,2,3,5,6,7,10,12,13,14,15,16,17,18,19,20,21,22,23,24,27,29,30,31,33} 28 9 39 37 97 45 11 41 47 35 56 64 100 25 93 49 46 32 95 26 59 34 4 8 67                         
{81,1,2,3,5,6,8,9,11,13,15,16,17,20,21,22,23,24,25,26,27,29,30,31,33,34} 32 19 89 69 18 7 4 60 98 45 14 96 84 88 53 93 37 64 12 28 62 10 61 99                         
{60,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,19,20,21,22,23,24,25,29,30} 50 86 28 27 57 15 55 98 71 80 36 18 69 33 75 76 26                         
{13,1,2,3,4,5,7,10,11,12,15,16,17,18,19,20,21,22,23,25,27,28,29,30,31,32} 57 26 53 6 65 89 55 8 62 9 77 14 100 54 76 72 86 94 24 93 85 69                         
{93,1,2,3,4,5,6,7,8,12,14,15,17,18,19,20,21,22,23,25,26,27,28,29,30,33} 40 16 97 42 98 47 63 86 48 36 49 11 53 24 10 31 13 56 32 85 58 9                         
{35,1,2,3,4,5,6,8,9,10,12,13,14,15,17,18,19,21,23,24,25,27,32,33,34,36} 96 61 28 20 31 64 98 29 30 65 70 46 80 11 47 86 7 50 39 16 22 87 26 77                         
{26,1,2,4,6,7,8,9,11,12,13,14,15,16,17,18,21,22,24,25,27,28,29,31,32,33} 58 38 77 52 74 10 78 70 23 43 46 20 83 95 5 82 68 54 76 49 19 62 53 96 42 98 61 3 30                         
{56,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25} 65 84 32 60 58 42 71 88 81 37 28 30 82 96 29 40 73 83                         
{66,1,2,5,6,7,9,10,11,12,13,15,16,17,20,22,23,25,26,27,28,29,31,33,34,35} 3 62 40 24 4 97 99 75 19 14 55 21 84 78 90 61 54 30 71 32 68 59 51 8 43 18 76                         
{5,1,2,3,4,7,8,10,11,12,15,16,17,19,20,21,22,23,24,25,27,28,29,30,31,32} 86 94 36 96 55 99 18 58 9 80 51 26 13 49 60 65 67 14 39 98 33 6                         
{61,1,2,3,5,6,7,8,9,11,12,13,15,16,18,19,20,21,22,24,26,27,28,30,31,32} 77 64 29 91 80 4 66 14 41 46 75 23 36 17 10 43 68 82 25                         
{16,3,4,5,6,7,8,10,12,13,15,17,18,19,21,22,23,25,26,27,29,30,32,33,34,35} 1 56 24 28 57 2 98 45 77 31 95 87 14 74 62 42 11 50 9 20 97 67                         
{48,1,4,6,7,8,9,10,12,13,14,15,16,17,18,21,22,23,25,26,27,28,30,31,32,33} 100 62 66 29 70 39 49 67 20 89 72 3 2 35 24 61 97 93 11 19 5 38 68 71 36                         
{16,2,3,4,6,7,9,10,12,13,14,17,19,20,22,24,25,26,27,28,30,32,33,34,36,37} 31 44 35 18 5 76 70 29 15 38 60 68 11 1 8 40 61 21 23 95                         
{40,1,2,4,5,6,7,8,9,12,13,14,15,16,19,22,23,25,26,27,28,29,30,33,35,36} 18 32 80 3 82 70 10 53 54 20 21 24 79 39 72 43 91 34 11 64 44 31 17 52 98 83                         
{58,1,2,5,6,7,9,11,12,13,14,15,16,17,18,20,21,23,24,25,26,28,30,31,32,34} 22 27 44 95 3 42 70 64 4 82 10 33 88 40 41 75 39 8 29 19 46 50 76                         
{96,1,2,3,4,6,7,9,11,12,13,14,15,16,17,18,21,24,25,26,28,29,30,31,34,35} 20 94 72 22 90 58 78 33 19 8 10 5 32 27 71 45 79 85 23 63 75 98 99 92 67 62 76 53 54                         
{42,2,3,5,6,7,9,10,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,29,31,33} 1 37 84 40 80 88 38 22 39 28 66 85 59 52 95 11 36 30 75 86 32 73 45 4 8                         
{55,2,3,4,6,9,10,11,12,13,14,15,16,17,18,20,23,24,25,26,27,28,29,30,32,35} 22 40 59 8 90 71 1 19 87 83 33 34 91 75 52 36 7 21 5 56 31 64 79 62                         
{27,1,4,5,6,9,10,12,13,14,16,18,20,21,22,26,28,29,30,31,32,33,35,36,37,38} 83 95 11 51 7 90 88 17 62 19 25 24 23 60 34 8 85 64 15 3 71 48 93 80 40 84 81 2 63 49                         
{58,1,2,4,7,8,9,10,11,12,13,14,16,17,18,21,22,23,24,25,27,28,29,30,31,33} 19 41 57 55 95 88 74 26 48 72 56 32 3 36 51 87 80 20 15 5 39 60 59 69 66 6                         
{56,2,3,4,5,6,7,8,10,12,13,15,16,17,18,19,20,21,24,25,26,27,28,29,30,32} 9 40 31 64 65 1 14 59 82 41 46 42 58 69 79 35 68 71 77 67 22 76 78 91 11 23                         
