60
{4,1,2,5,6,7,8,9,11,12,13,16} 49 14 40 20 38 3 10 44 35 57 15 53 46 41           
{28,1,2,3,4,5,6,7,8,9,10,11} 44 34 35 52 57 39 20 58 21 29 37 24 41 32           
{14,1,2,3,4,6,7,8,10,11,12,15} 31 24 5 16 59 42 48 51 38 23 9 13 47 21 34           
{2,1,4,5,6,7,9,10,11,12,13,14} 3 37 58 27 15 30 8 22 36 32 57           
{2,1,3,4,5,8,12,14,15,16,17,18} 55 10 30 11 49 38 13 37 7 9 6 25 57           
{57,2,3,4,5,7,8,9,10,12,13,15} 11 21 14 39 49 32 29 6 27 46 60 54 1 22 24 48 47 55           
{56,1,2,3,4,5,6,8,9,10,11,12} 25 35 7 27 21 14 45 24           
{33,1,2,3,5,6,7,8,9,10,11,12} 17 24 56 55 4 38 52 19 37 54 48 58 20 28 50           
{43,1,2,3,4,5,6,7,8,10,12,13} 36 25 11 14 19 46 35 33 18 53 9           
{56,1,2,3,4,5,6,7,8,9,10,11} 12 26 45 15 21 19 13 47 42 50 37           
{33,2,3,5,6,7,8,9,10,11,12,13} 50 26 46 4 42 36 59 1 18 30 19 22 27 39           
{23,1,2,4,6,7,8,10,12,15,17,18} 13 42 35 27 14 16 11 5 3 39 53 9 26 44 58 29           
{41,1,2,3,4,5,6,7,9,10,11,12} 16 26 37 60 18 23 30 56 15 25 54 29 42 8           
{35,2,3,4,5,6,7,8,9,11,12,14} 13 30 10 47 33 44 20 34 24 60 27 22 46 1           
{20,1,2,3,4,6,8,9,10,12,13,14} 39 19 35 7 11 5 18           
{60,2,3,4,7,9,11,12,13,14,15,17} 28 6 35 44 16 34 38 18 53 8 1 55 5 29 10 58           
{2,1,3,5,7,8,9,10,11,12,13,15} 21 14 23 48 45 37 18 52 59 4 36 6 56 35           
{44,2,3,4,5,6,8,10,13,16,18,19} 17 15 58 49 42 7 59 11 33 9 14 1 25 31 12 28           
{29,1,2,4,6,7,8,10,11,12,13,15} 21 9 44 19 41 52 16 59 42 5 3 23 14           
{3,2,6,7,10,12,13,15,16,17,18,20} 53 43 4 28 35 5 11 49 9 44 23 14 1 36 26 8 46 58 19           
{9,1,2,3,4,5,7,10,12,13,14,15} 20 6 33 37 40 42 11 8 41 29 32 38           
{40,1,4,8,10,12,15,16,17,18,20,21} 14 11 9 7 29 30 48 56 54 38 6 24 2 52 13 22 44 27 19 3 28 5           
{36,1,3,4,5,6,7,8,10,11,12,13} 39 2 9 54 53 14 55 47 24 34           
{32,1,2,3,4,5,6,7,8,10,11,12} 49 21 42 50 9 52 27 29 30           
