80
{62,1,2,3,4,6,7,9,10,11,12,13,14,15,16,17} 53 73 56 23 20 55 40 42 33 31 8 54 35 58 76 5 39 52               
{38,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16} 23 55 2 69 35 51 28 48 53 26 47 30 56               
{18,1,2,5,6,7,8,9,10,11,12,13,15,16,17,19} 24 41 63 36 74 4 49 69 21 14 79 34 38 58 32 76 66 3 48 30               
{77,1,2,3,4,5,6,7,9,10,11,12,14,15,16,17} 59 45 33 8 21 53 39 67 49 18 23 27 68 69 38 13 37 31 47               
{22,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16} 8 61 40 20 47 65 69 30 39 57 73 21 48 36 44 34               
{34,4,5,6,7,9,10,11,12,15,16,17,19,21,22,23} 53 50 20 73 8 3 80 18 48 2 70 65 55 1 78 37 27 13 14 57 52 42 43 54               
{20,1,2,3,4,6,9,10,11,14,16,17,18,19,22,23} 78 21 12 63 13 68 37 8 79 58 39 26 7 38 15 64 46 24 33 5               
{27,1,5,6,7,8,9,11,12,13,14,15,16,17,18,19} 61 2 55 3 36 44 10 4 43 24 69 51 26 48 67 47 30 20 57               
{66,1,2,3,4,7,8,9,10,11,12,13,14,15,17,18} 16 24 19 77 54 5 73 31 50 56 26 70 6 79 21 62 71 52               
{62,1,3,4,6,7,8,9,12,13,14,15,16,19,20,23} 65 24 11 31 52 2 5 21 70 49 37 73 18 17 29 78 10 50 28 32 22 39               
{63,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16} 71 50 41 60 52 54 62 55 61 66 44 25 37 45 34 77 28 76 12 78 72 24 42 53 74               
{10,1,3,4,8,9,12,13,14,15,16,18,19,21,22,23} 11 64 5 17 6 2 28 25 40 56 67 7 37 68 75 77 20 46               
{77,1,3,4,6,7,8,9,10,11,12,13,15,18,19,20} 5 78 69 36 14 43 22 16 2 25 42 67 17 46 74               
{52,1,2,3,6,9,10,11,12,13,14,15,16,17,18,19} 69 55 50 8 39 28 36 73 45 31 4 5 7 34 30 37               
{53,1,2,4,5,6,7,8,9,12,13,15,16,17,18,19} 68 75 55 59 77 14 22 64 67 47 3 34 72 11 36 63 79 29 46 10 39               
{26,1,2,3,5,8,9,10,11,12,13,14,15,16,20,21} 18 71 57 77 61 35 76 80 36 7 69 17 6 19 75 4 31 39               
{9,1,2,3,4,6,8,10,11,12,13,14,15,16,17,20} 18 7 77 36 57 31 27 5 70 38 22 73 35 44 74 19               
{47,1,7,10,12,13,14,15,19,20,21,22,24,25,26,27} 5 39 61 3 6 2 74 18 53 38 51 80 69 17 59 41 11 23 9 30 8 4 37 40 50 16               
{67,1,2,3,4,5,6,7,8,9,11,13,14,15,16,17} 22 70 26 31 45 74 69 32 25 71 57 18 62 41 10 52 50 12 73 37 75 54               
{69,1,2,4,7,8,9,10,11,12,13,14,15,16,17,19} 3 64 57 71 34 65 68 37 6 56 18 49 5               
{2,1,3,4,5,6,9,10,12,14,15,16,17,18,19,20} 37 46 34 73 47 67 43 49 13 40 22 8 24 50 65 58 11 61 51 44 7 48               
{11,1,2,3,4,5,7,8,10,12,13,14,17,18,20,21} 26 9 54 76 30 74 64 6 22 36 32 19 34 53 15 16 27 43               
